StudentPerformance-dataset
Hours_Studied,Attendance,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Exam_Score
10,80,Medium,Yes,6,93,High,Medium,Public,Negative,3,No,67
28,89,High,Yes,10,97,High,Medium,Public,Negative,6,No,75
19,64,Medium,No,6,99,Medium,Medium,Public,Positive,3,No,64
27,87,Medium,No,8,77,Medium,Low,Public,Neutral,4,No,70
10,96,High,No,6,80,Medium,Medium,Public,Neutral,4,No,67
16,62,Medium,Yes,7,79,Low,Medium,Public,Neutral,3,No,63
20,66,High,No,7,73,Medium,Medium,Public,Negative,4,No,65
20,89,Medium,Yes,4,58,Medium,Medium,Public,Positive,3,No,67
17,77,High,Yes,5,53,Medium,High,Public,Neutral,3,No,86
24,76,High,No,6,72,High,Medium,Public,Neutral,3,Yes,67
14,65,Medium,No,5,59,Low,High,Public,Positive,4,No,63
19,80,Medium,No,7,94,Medium,Medium,Public,Neutral,3,No,66
21,65,High,No,7,88,Low,Low,Private,Neutral,1,No,65
23,79,Medium,No,5,81,Medium,Medium,Private,Neutral,3,No,67
24,91,Medium,No,7,52,Low,High,Public,Neutral,4,No,69
13,70,High,No,6,81,Medium,Medium,Public,Positive,2,No,66
11,79,Medium,Yes,7,81,Medium,High,Public,Neutral,2,No,64
28,100,Low,Yes,6,72,Medium,Low,Public,Negative,2,No,73
22,87,Medium,No,8,83,Low,Low,Public,Neutral,1,No,66
16,94,Medium,No,9,93,Low,Low,Public,Negative,4,No,68
29,77,Low,Yes,8,88,Low,Medium,Public,Positive,4,No,70
21,91,Medium,No,9,74,Medium,Low,Private,Negative,2,No,69
27,62,High,Yes,5,63,Low,High,Public,Negative,4,No,67
20,65,Low,No,6,74,Low,Medium,Private,Positive,3,No,62
32,68,Low,No,8,97,High,Low,Public,Positive,2,No,68
31,76,High,Yes,9,91,Medium,Low,Private,Neutral,4,No,72
19,94,Medium,No,8,51,Medium,Medium,Private,Positive,5,No,69
26,74,Low,No,5,89,Low,High,Private,Negative,2,No,66
24,86,High,No,6,59,Medium,Low,Public,Positive,3,No,70
28,88,Medium,No,8,79,Medium,Medium,Public,Positive,3,No,71
14,83,Medium,Yes,7,90,Medium,Low,Public,Negative,3,No,65
24,74,Medium,Yes,6,78,Medium,Low,Public,Positive,3,No,70
26,83,Low,No,7,70,High,Medium,Public,Negative,4,Yes,65
9,74,High,No,7,66,Low,High,Private,Neutral,3,No,62
13,63,Medium,Yes,5,65,Medium,High,Private,Neutral,2,No,62
8,100,Medium,Yes,8,92,Medium,Medium,Public,Neutral,3,No,70
18,65,High,Yes,6,91,Medium,Low,Private,Neutral,3,No,66
24,63,Low,Yes,7,91,Low,Low,Private,Positive,4,No,67
29,95,Low,No,9,64,Medium,Medium,Public,Positive,3,No,72
20,72,Low,Yes,7,90,Low,Low,Private,Negative,3,No,66
30,86,Low,Yes,8,52,Medium,Medium,Public,Negative,2,Yes,68
12,73,Medium,No,5,60,Medium,Low,Public,Negative,4,No,62
10,76,Medium,Yes,8,76,Medium,High,Private,Positive,3,Yes,64
20,70,Medium,No,8,70,Medium,Low,Public,Neutral,5,No,65
22,74,Low,Yes,6,56,Low,Medium,Public,Negative,3,No,66
20,76,Low,No,7,52,Medium,Low,Private,Neutral,3,No,64
8,89,High,Yes,7,81,Low,Low,Public,Neutral,3,No,67
19,80,Medium,Yes,7,66,Low,Medium,Public,Negative,4,No,69
12,98,Medium,Yes,8,51,Medium,Medium,Public,Positive,5,No,68
24,62,Medium,No,6,72,High,Low,Public,Neutral,4,No,64
22,80,Medium,Yes,7,65,Medium,High,Private,Neutral,2,No,68
14,83,Low,Yes,9,79,Medium,Medium,Public,Positive,3,No,64
17,97,High,No,9,96,High,High,Public,Negative,1,No,71
14,62,High,Yes,8,65,Low,Low,Public,Negative,2,No,61
20,83,Medium,No,7,100,Medium,Low,Public,Negative,3,No,68
26,94,Medium,Yes,10,54,Low,High,Public,Neutral,5,No,73
14,70,Medium,Yes,9,54,Medium,Medium,Public,Positive,1,No,64
23,95,Medium,Yes,7,86,Medium,Low,Public,Positive,4,Yes,72
17,61,Medium,Yes,7,87,High,Medium,Public,Neutral,3,No,65
15,89,Medium,Yes,6,71,Medium,Medium,Public,Positive,4,No,68
19,97,Low,Yes,8,64,Medium,Low,Public,Positive,3,No,71
14,86,Low,Yes,8,90,Medium,Medium,Public,Negative,3,Yes,65
17,78,Medium,No,8,98,Low,Medium,Private,Positive,2,No,66
13,62,High,No,7,99,Medium,Medium,Public,Positive,1,No,63
32,97,High,No,5,82,Medium,Medium,Public,Neutral,3,No,74
20,79,Low,Yes,7,87,Low,Medium,Private,Neutral,4,Yes,66
16,61,Low,No,8,91,High,Medium,Public,Neutral,3,No,63
21,88,Medium,Yes,6,90,High,High,Private,Neutral,4,No,72
19,79,High,No,7,100,Low,High,Public,Positive,2,No,69
19,65,High,Yes,9,91,Medium,Medium,Public,Positive,4,No,67
24,69,High,No,5,83,Low,Low,Private,Neutral,3,No,66
25,63,Medium,No,7,69,Medium,Low,Private,Negative,5,No,64
17,83,Medium,No,9,80,Medium,Medium,Public,Negative,2,No,67
17,85,Low,No,7,94,High,Low,Public,Positive,3,No,69
18,80,Low,Yes,6,65,Medium,Low,Public,Negative,2,No,65
6,93,Medium,No,7,52,High,Medium,Public,Neutral,2,No,64
11,94,Low,Yes,8,66,High,High,Public,Neutral,4,No,65
28,85,High,Yes,7,98,Medium,Low,Private,Positive,1,Yes,72
30,61,High,Yes,8,90,Medium,Low,Public,Negative,2,No,66
19,88,Low,No,7,59,Medium,Low,Public,Neutral,3,No,66
23,77,High,Yes,7,51,Medium,Low,Private,Positive,3,No,67
22,83,Medium,Yes,8,83,High,High,Private,Negative,3,Yes,69
38,86,High,Yes,7,79,Low,Low,Public,Negative,3,No,73
27,74,High,No,6,54,Medium,Medium,Public,Neutral,3,No,69
19,97,Low,No,8,98,Medium,Low,Private,Neutral,4,Yes,68
14,65,Medium,Yes,7,81,Medium,Low,Public,Positive,3,No,61
10,87,Low,Yes,6,83,Medium,Low,Public,Positive,4,No,63
21,60,High,Yes,8,93,Low,Low,Public,Positive,2,No,63
15,97,Medium,Yes,9,67,Medium,Low,Public,Neutral,2,No,68
11,65,High,No,7,78,Medium,Low,Public,Neutral,3,No,63
16,64,Medium,Yes,7,79,Medium,Medium,Private,Positive,4,Yes,66
14,73,Medium,Yes,5,98,Medium,Low,Public,Negative,4,No,65
30,75,High,No,7,57,High,Low,Public,Neutral,1,Yes,68
25,69,Medium,Yes,7,88,High,Low,Public,Negative,4,No,66
20,83,Low,No,7,79,Low,Medium,Public,Positive,5,No,66
29,78,Medium,No,6,92,Medium,Low,Private,Negative,4,No,70
20,61,Low,Yes,8,92,Medium,Medium,Public,Negative,2,No,61
15,73,Low,Yes,7,51,Medium,Low,Private,Negative,3,No,61
29,92,Medium,Yes,10,63,High,Low,Private,Negative,4,No,71
23,88,Medium,Yes,7,59,Medium,Medium,Public,Negative,2,No,67
14,89,High,Yes,4,73,Medium,Medium,Public,Negative,3,No,70
19,88,Medium,No,5,95,Medium,Low,Private,Negative,4,No,69
15,72,High,No,8,50,Medium,Medium,Public,Neutral,4,No,65
12,64,Low,Yes,6,74,High,Medium,Public,Positive,2,No,61
26,71,Low,No,6,94,Low,Low,Public,Positive,4,No,68
31,93,Low,Yes,5,96,Medium,Low,Public,Positive,2,No,74
12,99,Medium,No,6,83,Low,Medium,Public,Negative,3,No,67
23,80,Medium,Yes,7,91,Low,High,Public,Negative,1,No,70
16,60,Medium,Yes,8,66,Low,High,Private,Neutral,2,Yes,59
17,66,High,No,5,64,Low,Medium,Private,Neutral,2,No,64
16,73,Medium,Yes,8,52,Medium,Medium,Public,Positive,4,No,66
15,83,Low,Yes,5,75,Medium,Medium,Public,Neutral,3,No,63
20,63,Low,Yes,8,73,Low,High,Public,Neutral,3,No,61
15,98,High,Yes,8,69,Low,Low,Public,Neutral,4,No,68
22,75,Medium,No,6,56,Low,Medium,Private,Positive,3,No,65
20,97,High,No,5,62,Medium,Medium,Private,Neutral,4,No,69
19,91,Low,Yes,8,60,Medium,Low,Private,Neutral,4,No,68
15,90,Low,Yes,6,97,Low,High,Public,Positive,2,No,69
17,84,Low,Yes,7,98,High,Low,Public,Neutral,2,No,67
25,85,High,No,8,50,High,High,Public,Neutral,1,No,70
23,86,Medium,Yes,8,59,Low,Low,Public,Neutral,3,No,68
14,85,Medium,No,6,94,Low,High,Public,Positive,4,No,67
21,82,Medium,No,7,52,Medium,Low,Public,Neutral,3,No,67
25,99,Medium,Yes,6,97,High,Medium,Public,Positive,3,No,75
10,89,Low,Yes,8,69,Low,Low,Public,Negative,4,No,63
23,91,Medium,No,9,77,High,Low,Public,Positive,5,No,70
16,95,Low,Yes,6,88,Low,High,Public,Positive,4,No,70
23,69,High,Yes,7,62,Medium,Medium,Public,Neutral,4,Yes,64
15,63,Low,No,8,55,Low,Medium,Public,Neutral,3,No,59
9,79,Low,No,7,90,High,High,Public,Neutral,3,No,63
10,81,Medium,Yes,8,99,Medium,Medium,Public,Positive,4,No,67
20,93,High,Yes,7,83,Medium,Medium,Private,Negative,2,Yes,68
22,78,Medium,Yes,5,91,Low,Medium,Private,Negative,3,No,68
15,83,Medium,No,7,97,Medium,Low,Private,Neutral,2,No,97
24,81,Low,No,9,61,Medium,Low,Public,Positive,4,No,66
10,62,Low,No,7,68,High,Medium,Public,Neutral,3,No,61
20,85,Medium,No,9,61,High,High,Public,Positive,3,No,70
13,93,Low,Yes,4,53,High,Medium,Public,Positive,1,No,65
16,66,Medium,Yes,8,87,High,Medium,Public,Positive,2,No,64
20,84,High,Yes,6,57,High,Medium,Public,Positive,4,No,69
15,84,High,No,6,55,Low,Medium,Private,Negative,2,No,64
18,67,Low,Yes,9,68,Low,Low,Private,Negative,2,No,61
26,65,Medium,No,7,53,Low,High,Public,Positive,2,No,64
17,99,High,No,6,59,Medium,Medium,Public,Neutral,3,No,68
25,76,High,No,8,53,High,High,Public,Positive,3,Yes,67
13,69,Low,No,4,94,Medium,Low,Public,Positive,3,Yes,62
23,67,Medium,Yes,9,89,Medium,Low,Public,Neutral,2,No,66
29,87,High,Yes,10,93,High,Low,Public,Neutral,4,No,72
5,84,Medium,Yes,8,93,High,High,Public,Positive,3,No,68
15,86,High,Yes,8,97,Medium,High,Public,Positive,3,No,71
23,64,Medium,Yes,7,59,High,Medium,Public,Positive,2,No,65
19,96,Low,Yes,5,95,Low,Medium,Private,Neutral,3,No,68
22,76,Low,No,9,76,Medium,Low,Public,Neutral,5,No,65
16,73,Low,Yes,8,58,Medium,Medium,Public,Neutral,4,No,64
21,78,Low,No,8,83,Medium,Medium,Public,Positive,4,Yes,65
19,76,High,Yes,8,66,Low,Low,Private,Negative,4,Yes,65
27,95,Medium,No,7,52,High,Medium,Private,Negative,3,No,73
22,97,High,Yes,6,54,Medium,Low,Public,Positive,3,No,72
22,72,Medium,Yes,10,71,Medium,Medium,Private,Negative,1,No,64
18,95,Medium,Yes,7,91,Low,Low,Public,Positive,4,Yes,69
17,91,Medium,No,6,66,High,High,Private,Positive,3,No,69
17,97,High,Yes,9,88,Medium,Medium,Public,Positive,2,No,70
22,70,Medium,No,7,53,Low,Low,Public,Positive,3,No,83
17,83,Medium,No,7,70,Low,Low,Private,Neutral,5,No,68
22,71,High,Yes,9,56,High,Low,Public,Neutral,3,Yes,84
32,93,Medium,Yes,8,93,High,Medium,Public,Negative,3,No,75
25,60,High,No,8,98,Medium,Medium,Public,Neutral,5,No,67
18,83,High,Yes,5,66,Medium,High,Private,Positive,4,No,69
27,74,Medium,No,8,99,High,Medium,Public,Positive,4,No,71
18,73,Low,Yes,5,88,Medium,Medium,Public,Positive,5,No,66
8,86,High,No,6,50,High,Medium,Public,Positive,2,No,65
14,94,Medium,No,7,74,Medium,High,Private,Positive,5,No,70
9,84,Low,No,7,92,High,Low,Public,Negative,4,No,66
18,94,Medium,Yes,8,77,Medium,Medium,Public,Positive,4,No,74
20,71,Medium,No,8,77,Medium,High,Private,Neutral,4,No,66
30,81,High,No,8,72,Low,Low,Public,Neutral,2,No,68
22,78,High,Yes,5,70,Medium,Low,Public,Positive,1,No,68
19,60,High,No,10,51,Medium,Medium,Public,Positive,3,Yes,62
25,82,High,Yes,7,81,Medium,Medium,Private,Neutral,2,No,71
7,86,Low,No,9,88,Medium,Low,Public,Negative,2,No,63
21,84,High,No,4,90,Medium,Medium,Public,Neutral,3,No,69
25,89,Medium,Yes,7,81,High,Medium,Public,Negative,0,No,71
11,83,Low,Yes,5,67,Medium,Medium,Public,Positive,2,No,66
27,63,High,No,6,51,Low,Low,Public,Positive,2,No,64
22,65,Medium,Yes,7,95,Low,Low,Public,Positive,2,No,65
18,84,High,No,6,71,Medium,Medium,Public,Positive,2,No,69
24,71,Low,No,9,80,Medium,Medium,Private,Positive,3,No,66
34,63,High,Yes,10,60,Low,Medium,Public,Negative,4,No,67
21,77,Low,Yes,6,57,Medium,Low,Public,Negative,5,No,65
21,82,Low,Yes,6,54,High,Low,Public,Negative,2,No,65
17,73,Medium,No,5,90,High,Low,Private,Positive,4,No,67
15,89,Medium,Yes,9,82,Low,Medium,Public,Neutral,3,No,66
25,86,Medium,Yes,7,81,Low,High,Public,Positive,1,No,69
15,73,High,No,7,96,Low,Low,Public,Negative,2,No,64
20,90,Medium,Yes,7,58,High,High,Private,Neutral,4,No,70
17,86,Medium,Yes,7,59,Low,Low,Public,Positive,3,No,68
23,85,Low,Yes,6,59,Low,Medium,Public,Negative,1,No,68
22,82,Medium,Yes,7,71,Low,High,Private,Positive,3,No,69
26,60,Medium,Yes,7,94,High,High,Public,Positive,2,No,68
17,88,Medium,Yes,8,94,Medium,Medium,Public,Neutral,2,Yes,70
18,75,Medium,Yes,5,80,Medium,Low,Public,Neutral,3,No,67
14,98,High,Yes,7,83,Medium,Low,Public,Positive,3,No,72
17,93,Low,No,6,95,Medium,Low,Public,Neutral,4,No,69
22,84,Medium,No,7,81,Medium,Medium,Private,Positive,3,No,69
25,70,Medium,Yes,8,61,Low,Low,Public,Positive,4,No,64
14,68,Medium,Yes,6,85,Medium,Medium,Public,Neutral,3,No,63
25,74,High,Yes,9,88,Medium,Medium,Public,Neutral,3,Yes,70
28,79,Medium,Yes,4,82,Medium,Medium,Private,Positive,3,No,70
22,72,Medium,Yes,9,64,Low,Medium,Public,Negative,2,No,66
31,81,Medium,No,9,70,Low,Low,Public,Neutral,4,No,70
15,67,High,Yes,6,74,High,High,Public,Positive,2,No,66
13,99,Medium,Yes,6,57,Medium,Low,Public,Negative,5,No,68
9,64,Medium,No,5,73,Medium,Medium,Public,Positive,4,No,61
29,97,Medium,No,8,58,Medium,High,Private,Negative,4,No,72
24,97,Low,No,7,75,Low,Medium,Public,Negative,2,No,69
20,81,Low,Yes,6,53,Low,Medium,Public,Neutral,4,No,63
22,89,High,Yes,5,97,Medium,Medium,Private,Neutral,5,No,72
13,77,Medium,Yes,10,62,Medium,High,Private,Neutral,4,No,65
35,85,High,Yes,6,73,High,High,Public,Negative,5,No,74
21,74,Low,Yes,7,52,Low,High,Public,Negative,4,No,62
21,72,Medium,No,7,60,Low,Low,Private,Neutral,4,No,65
24,83,High,No,6,85,Low,Low,Public,Neutral,4,No,68
23,80,Low,Yes,6,56,Medium,Medium,Public,Positive,2,Yes,66
21,83,Medium,Yes,6,81,Low,High,Public,Negative,4,No,71
15,71,High,No,8,50,Low,Medium,Public,Neutral,2,Yes,62
23,75,High,Yes,6,73,Low,Low,Public,Positive,2,No,65
31,63,High,No,9,86,Low,High,Public,Neutral,3,No,68
28,62,High,No,6,96,Medium,Medium,Public,Positive,3,No,70
30,70,Medium,No,8,75,Medium,Medium,Private,Positive,2,No,67
17,63,Medium,No,4,92,Medium,Low,Public,Negative,4,No,63
14,64,High,Yes,6,90,Low,Low,Private,Negative,2,No,63
19,93,High,No,6,65,Medium,Medium,Public,Neutral,3,No,69
20,62,Medium,Yes,5,94,High,Medium,Public,Neutral,3,No,66
27,86,Medium,Yes,7,82,Low,Low,Public,Positive,3,No,70
10,71,Medium,Yes,7,55,High,Low,Public,Positive,3,No,63
29,95,Medium,Yes,4,97,Medium,Medium,Private,Positive,4,Yes,72
19,79,Medium,Yes,10,59,Low,Medium,Public,Neutral,3,Yes,65
17,72,High,Yes,7,74,Low,High,Public,Positive,4,No,67
14,81,Medium,Yes,7,73,Low,High,Private,Positive,3,Yes,63
10,75,Medium,No,9,81,Medium,Low,Public,Negative,5,No,65
25,83,Medium,Yes,8,83,Medium,Low,Public,Neutral,1,Yes,67
20,65,Low,Yes,7,62,High,Medium,Public,Neutral,0,Yes,80
12,100,Medium,Yes,4,68,Medium,Low,Public,Neutral,3,No,68
12,77,Medium,Yes,8,57,Medium,Low,Public,Negative,2,No,63
18,74,Medium,No,6,56,Medium,Medium,Private,Positive,3,No,64
30,88,Medium,No,9,91,Medium,Medium,Public,Positive,3,No,73
18,75,Medium,Yes,6,88,Low,Medium,Public,Negative,1,Yes,66
11,93,Medium,Yes,6,72,Low,Low,Public,Negative,3,No,66
19,78,High,No,5,55,Medium,Medium,Public,Neutral,4,No,66
18,89,High,Yes,5,72,Low,Medium,Public,Neutral,2,No,69
4,64,High,Yes,7,65,Medium,Medium,Public,Negative,4,No,59
20,94,Medium,No,7,89,Medium,Low,Private,Neutral,1,No,68
19,89,Medium,No,6,55,Medium,Low,Private,Neutral,3,No,67
24,68,Medium,Yes,10,73,Low,Medium,Public,Neutral,4,Yes,64
31,66,High,Yes,8,80,Low,Low,Private,Negative,4,No,65
27,73,Medium,No,7,99,Low,Low,Public,Positive,4,No,68
18,99,High,Yes,4,54,Low,Medium,Public,Positive,3,No,70
13,70,Medium,No,8,56,Medium,Medium,Public,Neutral,0,No,62
35,78,Low,Yes,10,99,Medium,Low,Private,Positive,2,No,72
20,61,Low,Yes,7,70,Low,Medium,Private,Positive,4,No,62
20,76,High,Yes,6,87,Low,Low,Public,Negative,4,No,68
20,83,Medium,No,7,89,Medium,Low,Private,Negative,4,No,69
21,98,Medium,No,5,66,Low,High,Public,Positive,5,No,73
19,81,High,No,8,61,Low,Medium,Private,Negative,5,No,69
17,93,Medium,Yes,9,64,Medium,Medium,Public,Neutral,3,No,67
17,82,Low,No,6,88,Low,Low,Private,Neutral,3,No,65
20,62,Low,No,6,92,High,Medium,Public,Positive,3,No,63
17,73,Medium,Yes,7,85,Medium,Low,Public,Positive,2,No,66
16,83,Medium,No,6,72,Medium,Low,Public,Positive,2,No,66
21,98,High,No,5,63,Low,Low,Public,Neutral,2,No,70
18,94,Medium,No,6,71,Low,High,Public,Neutral,3,No,69
29,69,High,No,6,96,Low,High,Public,Positive,4,No,70
4,69,Low,No,9,93,Low,Medium,Private,Negative,3,No,58
27,68,Medium,No,9,66,Medium,High,Private,Positive,3,No,67
27,97,High,Yes,9,66,Low,Low,Public,Positive,3,No,73
8,94,Low,No,8,89,High,Medium,Public,Neutral,2,No,66
18,91,High,Yes,7,71,High,Medium,Public,Neutral,3,No,70
18,76,High,No,6,79,Medium,Medium,Private,Positive,2,No,67
12,80,Low,No,9,71,High,Low,Private,Positive,3,Yes,60
15,79,Medium,No,8,62,Low,Low,Public,Positive,3,No,65
13,70,Medium,No,5,59,Medium,Medium,Private,Positive,2,No,63
31,80,High,Yes,6,57,Low,Medium,Private,Positive,3,No,72
26,61,Medium,Yes,5,51,High,Low,Private,Neutral,5,No,62
28,65,Medium,Yes,4,64,Medium,Medium,Public,Neutral,3,No,70
24,95,Low,Yes,8,59,Medium,Low,Public,Negative,1,No,70
13,90,Medium,No,5,63,Medium,Low,Public,Neutral,4,No,64
17,77,Medium,Yes,6,54,Low,Low,Public,Neutral,4,No,64
23,81,Low,Yes,7,67,Medium,Medium,Private,Positive,5,No,67
13,75,High,Yes,7,76,High,Medium,Public,Negative,1,No,64
24,90,Medium,Yes,6,97,Low,High,Public,Positive,4,No,72
19,91,Low,No,9,67,Medium,Medium,Private,Negative,3,No,66
18,91,Medium,No,5,52,Medium,Medium,Public,Negative,4,No,66
24,89,High,Yes,5,68,Medium,Low,Public,Positive,2,No,71
23,68,Low,No,8,91,Medium,Low,Public,Negative,5,No,66
18,74,Low,Yes,6,67,High,Low,Public,Neutral,2,No,64
27,79,Low,No,6,65,Low,Medium,Private,Negative,2,No,66
14,73,Low,Yes,5,96,Low,Low,Public,Negative,3,No,62
24,90,Medium,No,8,65,Medium,Low,Public,Neutral,4,No,70
24,73,Medium,Yes,7,99,Medium,Medium,Private,Neutral,3,No,69
18,66,Medium,No,7,92,Medium,Low,Private,Neutral,4,No,65
22,76,Medium,Yes,6,84,High,Medium,Public,Neutral,3,No,70
12,99,High,Yes,6,80,Medium,High,Public,Positive,3,No,70
26,69,Medium,Yes,7,61,Medium,High,Public,Positive,2,No,67
19,84,High,Yes,8,87,Low,Low,Public,Positive,3,No,69
17,77,Medium,No,9,67,Low,Low,Public,Neutral,5,Yes,62
26,63,High,Yes,9,74,Medium,Low,Private,Positive,4,No,67
16,80,Medium,No,8,55,High,Low,Public,Positive,6,No,65
12,88,Medium,No,8,65,Medium,Low,Public,Positive,4,No,65
11,81,High,Yes,5,76,Medium,Low,Public,Neutral,3,No,65
24,95,Low,Yes,6,73,Medium,Low,Public,Positive,2,No,69
12,72,Medium,No,8,67,Low,Medium,Public,Neutral,4,No,63
31,63,High,Yes,7,74,Low,Medium,Public,Negative,2,No,66
8,97,High,Yes,8,87,Medium,Medium,Public,Positive,2,Yes,67
30,75,Medium,No,8,73,High,Medium,Public,Negative,3,No,69
21,83,Medium,Yes,8,75,High,Low,Public,Neutral,2,No,67
19,92,Medium,Yes,5,85,Medium,Medium,Private,Neutral,4,No,70
17,73,High,Yes,7,92,Medium,High,Private,Negative,2,No,67
22,89,Medium,No,6,76,Medium,Low,Public,Neutral,4,No,70
20,65,High,Yes,6,97,Medium,Low,Private,Negative,3,No,65
27,72,Low,No,4,68,Medium,Medium,Public,Negative,3,Yes,63
21,66,Medium,Yes,7,63,Medium,High,Public,Neutral,3,No,64
21,92,Medium,Yes,4,85,Low,High,Public,Negative,3,No,69
18,69,Medium,No,8,59,Low,Low,Public,Positive,4,No,60
20,89,Medium,Yes,9,95,Medium,Low,Public,Positive,3,No,69
22,98,Low,Yes,8,69,Medium,High,Private,Positive,2,No,72
10,81,Low,Yes,7,85,Low,Low,Public,Neutral,2,No,63
12,82,Medium,No,9,79,High,Low,Private,Positive,2,No,63
24,78,Low,Yes,7,53,High,Medium,Public,Neutral,4,Yes,66
21,73,Medium,No,6,85,Medium,Medium,Public,Neutral,5,No,70
19,79,High,Yes,7,90,Medium,High,Public,Negative,4,No,68
20,84,Medium,Yes,10,99,Low,Medium,Private,Positive,3,No,69
22,99,Medium,Yes,5,71,High,Medium,Public,Neutral,4,No,72
17,98,High,No,5,75,Low,Low,Private,Positive,3,Yes,67
15,94,Medium,No,8,94,Low,High,Public,Positive,4,No,68
21,96,High,No,7,63,Medium,Medium,Private,Negative,2,No,70
14,79,Medium,Yes,6,59,Medium,Medium,Public,Positive,3,No,68
22,86,Medium,Yes,5,57,High,Medium,Public,Positive,3,No,69
10,96,Medium,No,4,99,Medium,Medium,Private,Negative,5,No,68
26,76,Medium,No,5,64,Low,Medium,Public,Positive,5,No,66
23,98,Medium,No,9,88,High,Low,Public,Negative,4,No,72
22,77,Medium,Yes,7,72,Medium,Medium,Public,Neutral,3,No,67
26,84,High,No,4,62,Medium,High,Public,Positive,2,No,70
30,88,Medium,Yes,9,96,Medium,Medium,Private,Neutral,3,Yes,73
26,98,Low,Yes,9,73,High,High,Public,Neutral,6,No,73
9,70,Medium,No,9,78,Low,Medium,Public,Neutral,2,No,60
12,90,High,No,6,61,Low,Medium,Public,Neutral,3,No,67
16,81,Medium,Yes,7,66,Medium,High,Private,Positive,4,No,69
20,71,Low,No,7,87,High,Medium,Public,Negative,5,No,65
23,91,High,Yes,9,67,Low,Low,Public,Neutral,4,No,70
16,82,High,Yes,6,75,Low,Medium,Public,Neutral,3,No,68
21,86,Low,No,6,56,Medium,Low,Private,Negative,2,No,66
15,73,High,Yes,8,93,Medium,Low,Public,Positive,4,No,65
16,79,Medium,Yes,9,87,Medium,Low,Public,Neutral,2,No,64
12,85,High,Yes,7,88,High,Low,Public,Neutral,0,No,67
14,76,Medium,Yes,8,59,Low,Medium,Private,Neutral,5,No,65
12,68,High,Yes,7,75,Medium,Medium,Private,Positive,4,No,64
14,98,High,No,7,51,Medium,Medium,Public,Positive,1,Yes,67
26,80,Low,Yes,6,66,Medium,High,Public,Neutral,4,No,70
14,89,Low,Yes,5,67,Low,Low,Private,Neutral,3,No,63
36,76,Medium,No,6,96,Medium,Low,Private,Neutral,2,No,71
23,74,Low,No,6,100,Low,High,Private,Positive,3,No,68
21,76,Medium,No,7,81,Medium,Medium,Private,Positive,2,No,67
15,76,High,Yes,9,76,Medium,Medium,Public,Neutral,2,No,67
24,82,Medium,Yes,7,72,Medium,Medium,Public,Positive,2,No,68
17,82,Medium,No,6,51,Medium,Low,Public,Positive,3,No,66
21,80,Medium,Yes,8,90,Medium,Medium,Public,Negative,4,No,68
35,65,Medium,Yes,7,84,High,Medium,Public,Positive,2,No,70
19,80,Low,No,8,82,Medium,Low,Public,Positive,3,No,67
27,67,Medium,Yes,6,90,Medium,High,Private,Neutral,3,No,67
16,65,High,No,9,96,Low,Low,Public,Negative,2,No,62
20,97,High,No,9,69,Low,Low,Public,Negative,3,Yes,67
31,84,High,No,7,71,Low,Low,Public,Negative,4,No,70
16,86,High,No,8,99,Medium,Low,Private,Neutral,4,No,72
31,76,Medium,Yes,9,83,Medium,High,Private,Negative,3,No,70
24,96,High,No,6,93,Medium,Low,Public,Neutral,2,No,94
17,86,Medium,No,7,61,Medium,High,Public,Positive,3,No,66
24,91,Low,Yes,7,66,High,Low,Public,Neutral,3,No,69
26,75,Medium,No,5,70,Low,High,Private,Neutral,2,No,68
24,98,Low,No,8,66,High,Low,Public,Positive,1,No,71
11,93,Medium,No,9,94,Medium,Low,Public,Neutral,4,No,69
16,94,Medium,No,7,76,Low,Medium,Public,Neutral,3,Yes,67
19,67,Medium,Yes,8,98,Medium,Low,Private,Negative,2,No,64
20,71,Medium,Yes,9,66,Medium,Medium,Private,Negative,5,Yes,63
24,71,High,Yes,6,52,Medium,Medium,Private,Neutral,3,No,66
21,71,Medium,Yes,8,57,Low,High,Public,Positive,1,No,66
12,94,High,Yes,6,61,Medium,High,Public,Neutral,4,No,69
22,61,Low,Yes,6,82,Low,Medium,Public,Positive,4,No,64
24,63,Medium,No,8,59,Low,Low,Public,Neutral,3,Yes,62
23,71,Medium,Yes,7,69,High,Low,Public,Positive,5,Yes,66
26,68,High,Yes,8,90,Medium,Low,Private,Neutral,3,No,70
25,69,Medium,Yes,7,56,Medium,Low,Private,Neutral,4,No,67
23,92,Medium,No,8,54,Medium,High,Public,Positive,1,No,68
20,83,Low,No,9,77,High,Low,Public,Positive,3,Yes,67
10,60,Medium,No,9,85,Medium,Medium,Public,Positive,4,No,62
23,77,Medium,Yes,8,96,Medium,High,Private,Neutral,1,Yes,67
21,76,High,Yes,8,83,Medium,Low,Public,Positive,5,No,68
22,65,Medium,No,7,97,Low,Medium,Private,Neutral,4,No,64
12,87,Low,Yes,7,62,Medium,Medium,Public,Neutral,4,No,64
14,88,Medium,No,8,67,Medium,High,Public,Neutral,3,No,66
26,89,Low,Yes,7,92,Medium,Low,Public,Positive,2,No,72
20,89,High,Yes,8,91,Medium,Medium,Public,Positive,3,No,72
24,60,High,Yes,9,83,High,Medium,Public,Positive,3,Yes,66
